medicare provider number,hospital name,street address,city,state,zip code,"hospital system or, if independent, ipps/cah",is hospital a critical access hospital (y/n)?,"hospital compare 5-star rating (october 2018, na=not available)",number of outpatient services,total private allowed amount for outpatient services ($ millions),simulated medicare allowed amount for outpatient services ($ millions),relative price for outpatient services,standardized price per outpatient service,number of inpatient stays,total private allowed amount for inpatient services ($ millions),simulated medicare allowed amount for inpatient services ($ millions),relative price for inpatient services,standardized price per inpatient stay,total private allowed amount for inpatient and outpatient services ($ millions),simulated medicare allowed amount for inpatient and outpatient services ($ millions),relative price for professional inpatient and outpatient services,relative price for inpatient facility services,relative price for outpatient facility services,relative price for inpatient and outpatient services,total private allowed amount for facility inpatient and outpatient services ($ millions),simulated medicare allowed amount for facility inpatient and outpatient services ($ millions),total private allowed amount for professional inpatient and outpatient services ($ millions),simulated medicare allowed amount for professional inpatient and outpatient services ($ millions),"hospital compare 5-star rating (october 2018, n/a = not available)",Total Discharges,Total Discharges.1,Total Discharges.2,Average Covered Charges,Average Covered Charges.1,Average Covered Charges.2,Average Total Payments,Average Total Payments.1,Average Total Payments.2,Average Medicare Payments,Average Medicare Payments.1,Average Medicare Payments.2,Average Estimated Total Submitted Charges,Average Estimated Total Submitted Charges.1,Average Estimated Total Submitted Charges.2,Average Medicare Allowed Amount,Average Medicare Allowed Amount.1,Average Medicare Allowed Amount.2,Average Medicare Payment Amount,Average Medicare Payment Amount.1,Average Medicare Payment Amount.2,Outlier Comprehensive APC Services,Outlier Comprehensive APC Services.1,Outlier Comprehensive APC Services.2,Average Medicare Outlier Amount,Average Medicare Outlier Amount.1,Average Medicare Outlier Amount.2,Revenue from sale of medical and surgical supplies to other than patients [other_income_supplies_nonpat],Revenue from sale of drugs to other than patients [other_income_drugs_nonpat],"Tuition (fees, sale of textbooks, uniforms, etc.) [other_income_tuition]","Revenue from gifts, flowers, coffee shops, and canteen [other_income_gifts]",Rental of vending machines [other_income_vending],Governmental appropriations [other_income_govt_approp],Revenues from State and local indigent care programs (2552-96 only) [revs_uncomp_stloc_indig_only96],Revenues related to SCHIP (2552-96 only) [revs_uncomp_schip_only96],"Restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_rstrgrants_only96]","Non-restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_nonrstrgrants_only96]",Charges for patients covered under state or local indigent care program [stloc_indigent_charges],State or local indigent care program cost [stloc_indigent_costs],Stand-alone SCHIP charges [schip_charges],Stand-alone SCHIP cost [schip_costs],"Inpatient days, Medicare skilled nursing facility swing beds [mdcr_snf_swingbed_inpat_days]","Inpatient days, skilled nursing facility swing beds [all_snf_swingbed_inpat_days]","Inpatient days, nursing facility swing beds [all_nf_swingbed_inpat_days]","Inpatient days, other specialty care units [all_oth_spec_care_inpat_days]","Inpatient days, coronary care unit [all_coronary_care_inpat_days]","Inpatient days, burn intensive care unit [all_burn_icu_inpat_days]","Inpatient days, surgical intensive care unit [all_surgical_ic_inpat_days]",Revenue from rental of living quarters [other_income_livingrental],Revenue from laundry and linen service [other_income_laundry],Parking lot receipts [other_income_parking],Rebates and refunds of expenses [other_income_rebates],Nursing and allied health managed care payment [mdcr_ipps_nurs_mgdcare_pymts],Net organ acquisition cost [mdcr_ipps_net_organ_cost],Cost of teaching physicians [mdcr_ipps_teach_phys_cost],Routine service other pass through costs [mdcr_ipps_routine_passthru_cost],medicare provider number.1
440150,Summit Medical Center,5655 Frist Blvd,Hermitage,TN,37076,HCA Healthcare,N,2,693,1.97,0.6,328,299.3,230,8.47,1.52,558,38349,10.44,2.12,185,634%,360%,493,9.73,1.73,0.71,0.38,,32.2289156626506,30.67058823529412,33.60919540229885,53050.491927710835,53810.0834117647,60021.831979655166,8952.578313253014,8612.184000000005,8860.70807011494,7022.351686746984,6864.150705882353,6974.684336264366,68219.90615684295,51738.68546367407,36669.51319410276,10056.405282273268,7860.446172121665,4551.728267591462,8908.407123543113,6875.716977329029,3812.863844018209,0.0,0.0,0.0,0.0,0.0,0.0,152.4999704,588.74991639,49146.0,,39358.70716728571,,,,,,,,,,,,,,2394.2606529608697,,,,,91.66666159433333,12750.0,12390.749925,,,,440150
440152,Regional One Health,877 Jefferson Avenue,Memphis,TN,38103,Regional One Health,N,1,239,0.28,0.1,268,251.71,66,2.8,0.93,301,51364,3.08,1.04,155,320%,328%,298,2.86,0.89,0.22,0.14,,20.26923076923077,19.142857142857142,19.322580645161292,121365.87615384617,111818.50642857143,107582.73560516127,33599.195384615385,30697.380714285708,29507.654827096776,31844.98653846154,28516.927499999998,26713.52438677419,36476.606,25781.69735966787,15245.929032589613,8851.556,4305.60905280348,2915.4659860578276,7581.755999999999,3534.5391326437966,2342.671366854931,,20.0,8.8,,620.83,468.70130363636207,809.6664712522,9486467.06592706,7.999998092650001,,28885.819681308334,48305322.0909619,41674788.67728572,,1654437.2055539999,152453.91206633332,74186656.2217,16814085.177139286,2730779.1592514287,614034.3804442857,,,,26087.574549333334,,3598.331940791666,3685.2484926289994,,,535710.0361270589,281310.2662633333,13470.229882744117,,,49537.986776399994,440152
440153,Newport Medical Center,435 2nd St,Newport,TN,37821,"Community Health
Systems",N,3,723,0.6,0.24,247,225.52,27,0.26,0.15,173,11862,0.86,0.39,184,174%,270%,219,0.69,0.3,0.17,0.09,,20.375,19.357142857142858,19.454545454545453,26767.16875,27877.699285714287,29872.099259090905,5629.894375000001,6138.184285714284,6498.0507105454535,4551.440625,5100.377142857143,5328.527354,,13881.998085808502,9663.77837121217,,1743.60663366336,1658.18106060606,,1377.61184818482,1319.641382575755,,0.0,0.0,,0.0,0.0,6339.9966691,,102.499939779,6963.332305933333,1509.4281326965715,,,,,,12733148.964,4299234.975,1389782.67064,227927.55798000004,40.58331693908333,61.666637360166675,,,,,,161737.5,17.99999141715,,,,,,,440153
440156,Parkridge Medical Center,2333 Mccallie Ave,Chattanooga,TN,37404,HCA Healthcare,N,3,639,1.21,0.52,233,202.56,147,7.1,1.13,630,57431,8.31,1.64,162,757.98613016,245%,505,7.75,1.3,0.56,0.35,,37.41,36.66326530612245,38.385416666666664,69577.18859999998,79021.70642857146,72318.46641260416,12537.636699999995,13081.469591836734,12093.14066497917,10822.257599999997,11197.947346938776,10188.538383510417,71030.16355899912,55680.99025619761,39399.53522247105,10102.652339725853,8425.414796770057,4956.623144050918,8939.860742415338,7346.687009785981,4208.321726901072,0.0,0.0,0.0,0.0,0.0,0.0,,,,1507.99982022,30412.496374500002,,,,,,,,,,,,,2611.8882710892995,596.74992886,,,,,,,21961.59638897,,,,440156
440159,Delta Medical Center Memphis,3000 Getwell Rd,Memphis,TN,38118,"Acadia Healthcare
Company, Inc.",N,,47,0.03,0.01,233,220.16,,,,,,,,,,257%,,,,,,,14.5,13.0,,28575.059999999998,41982.62,,9718.1625,12626.62,,9018.735,11640.15,,,12177.569221035703,,,3018.284011056507,,,2362.6729299754275,,,19.0,,,1033.671376315785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440161,"Tristar Centennial Medical
Center",2300 Patterson Street,Nashville,TN,37203,HCA Healthcare,N,4,2038,7.24,3.06,237,209.68,1114,47.82,9.62,497,41088,55.05,12.67,162,573%,249%,434,51.22,10.31,3.83,2.36,,37.09836065573771,38.04624277456647,36.26923076923077,84146.30535519125,86524.60098265903,97666.82415791207,14617.03360655738,14250.870115606927,15465.229793758237,12030.612295081972,11333.869942196543,12561.704835434073,57964.391493307136,51021.9806060678,40745.44361222063,11065.685667145824,8298.202602436197,5805.816863825175,9912.999317697328,7227.297762164763,5007.475157137324,1.7142857142857142,0.65,0.918918918918919,79.62812083333286,66.45417692307652,68.81968533988514,88712.493835,9884.3307292,55910.324714833325,13512.599372649202,58459.815753454546,-15278.0,,,,,,,,,,,,17228.1998459,748.9999954781428,2203.285417685714,6757.433926926087,8976.49988763,738.99959332,,163689.35856125,62408.7967124,1424849.952117826,,,440161
440173,Parkwest Medical Center,9352 Park West Blvd,Knoxville,TN,37923,Covenant Health,N,2,2394,2.16,1.41,154,125.73,913,18.28,5.73,319,25751,20.45,7.14,130,396%,156%,286,17.89,5.17,2.56,1.97,,43.93129770992366,45.48,43.814516129032256,38664.903740458016,42067.66663999998,44325.55658367743,10696.211832061063,11322.867680000003,11968.277615411293,8952.038473282439,9530.941200000001,9946.57364160484,48917.68560106651,34929.03370066374,21232.222617133815,9793.322846017465,7727.691347523503,4864.2137314951315,8657.150217098124,6700.7807978451265,4125.718721450455,0.0,0.0,0.0,0.0,0.0,0.0,2005.49952185,2141283.3974859538,,350640.1499339166,30796.763030231818,,,,,,18564575.827078488,4907727.31444131,490406.864584,123730.0593016,,,,,,,,,,,,66427.15038652833,,,,440173
440175,Crockett Hospital,Hwy 43 S Box 847,Lawrenceburg,TN,38464,Lifepoint Health,N,4,1275,2.7,0.55,491,493.13,111,1.14,0.6,188,14710,3.83,1.15,136,209%,619%,332,3.45,0.87,0.39,0.29,,22.181818181818183,27.4375,29.944444444444443,28127.534090909092,30747.785625000008,35433.80576222222,7180.918181818181,7061.658125,7415.374562444444,6244.160454545455,5995.233124999999,6351.710808777778,,17397.711097289135,10416.155485466019,,3151.17804518913,1847.8121789947631,,2471.776560040617,1459.8595353008338,,0.0,0.0,,0.0,0.0,4340.115933589058,2836.9986379216666,,20169.635532709286,4924.586004629412,,7237.4974117,,,,448421.1819702726,73806.87928127272,331494.72819312505,46696.10665096251,634.7997456200999,699.8997226808999,10.99999606585,,,,,,108.999974013,,,,,,,440175
440176,Indian Path Medical Center,2000 Brookside Dr,Kingsport,TN,37660,Ballad Health,N,4,1426,1.79,0.72,249,214.03,224,3.65,1.26,290,22241,5.44,1.98,154,341%,276%,275,4.65,1.47,0.79,0.51,,29.242424242424242,28.285714285714285,29.136363636363637,49686.450000000004,40980.24999999999,46632.798546363636,8616.731212121213,7467.7642857142855,8015.085798727272,7318.207878787877,6351.388214285714,6710.23162759091,131806.6818181818,43059.559997317796,48825.79981631629,16652.735,4303.10586500201,4413.601114025104,15392.735,3475.545204763693,3744.8425833566257,0.0,0.0,0.0,0.0,0.0,0.0,-1072.4007950999994,1915.9986630599997,1301.9996896,17949.493580100003,24170.64334925218,147311.29894338,496145.63170749997,,,,,,,,,,,,,,,,,,,4410.396739039999,,,,440176
440180,Jellico Community Hospital,188 Hospital Lane,Jellico,TN,37762,"Community Hospital
Corporation",N,3,929,0.62,0.33,192,157.68,44,0.26,0.22,118,7639,0.88,0.55,140,119%,204%,162,0.74,0.44,0.15,0.1,,18.714285714285715,17.583333333333332,19.8,10753.789285714285,12400.125833333334,14063.9515392,6669.639285714286,7186.3175,6527.108965199999,5832.362142857143,6211.982500000001,5356.3342676,14953.0777272727,10480.798002723071,8416.052208612822,5815.658636363635,4163.860541125538,2873.504390838205,4812.58477272727,3388.51860660173,2309.4614857456113,0.0,0.0,0.0,0.0,0.0,0.0,4811.998852816001,16305.202494224708,94.99997734849998,23741.31424766667,,274998.919228,57571.40059698572,,,,1499.9996424,449.49989283,29250.73309675,8564.74691985,89.99996895571428,87.8888545248389,0.49999988079999996,,,,,18957.47072867826,46790.83723528571,,202.49994654712498,,,,,440180
440181,Bolivar General Hospital,650 Nuckolls Road,Bolivar,TN,38008,"West Tennessee
Healthcare",N,,876,0.79,0.28,282,259.48,19,0.07,0.09,86,5286,0.87,0.37,165,84%,322%,236,0.74,0.29,0.13,0.08,,14.333333333333334,20.75,14.0,7237.853333333333,10014.654999999999,11234.090522333334,5235.91,6901.405,8406.63779,4646.426666666666,5969.4974999999995,7627.246439333333,,7416.02376237623,6707.08584415584,,1820.15732673267,1867.3161038960998,,1447.26732673267,1483.8161038960998,,,0.0,,,0.0,8385.1639681184,89331.43966966594,,,2119.1242497927683,17754.993130919996,201179.81477,,,,6084385.786055556,2237994.8405244444,,,107.60864863656523,123.39125234321739,22.874992915775,,,,,,,,477.6665527833334,,,,,440181
440182,Mckenzie Regional Hospital,161 Hospital Drive,Mc Kenzie,TN,38201,Quorum Health,N,,864,0.78,0.28,278,254.27,44,0.42,0.23,188,15192,1.2,0.51,136,207%,343%,238,1.01,0.36,0.19,0.14,,18.0,13.5,18.428571428571427,36218.7875,37475.5,41697.508571428574,5214.4825,6017.336666666667,6121.310683285714,4264.2474999999995,5116.9366666666665,5137.319259428571,,24632.7268529411,17850.31394551275,,2479.562372549015,1572.1282101648326,,1957.3917254901899,1249.9678640109873,,0.0,0.0,,0.0,0.0,1998.9992835499997,1468.6243811774998,,,4803.915493351667,725090.7407,,,,,10307842.5400056,2249269.78609216,175586.30504831253,21343.24173982125,278.12495282617505,293.4117307303411,,,,,,,,,,,,,,440182
440183,St. Francis Hospital,5959 Park Ave,Memphis,TN,38119,"Tenet Healthcare
Corporation",N,3,580,1.38,0.62,220,191.17,292,8.39,2.2,381,33080,9.77,2.83,125,455%,233%,346,9.02,2.22,0.75,0.6,,34.205882352941174,32.61224489795919,34.54945054945055,89573.84019607841,93091.12775510203,90273.52373329672,13124.92254901961,13299.090408163263,12646.75671156044,11372.715784313728,11606.12714285714,10947.525838846153,83570.59598587196,69780.45781392058,43472.70740056471,12973.012625185043,9751.36724482494,4612.029380557229,11767.276166851707,8691.989386159781,3912.190993854055,0.0,0.0,0.0,0.0,0.0,0.0,,,4112.49609125,,43158.07057573913,,,,,,,,1072256.3778650002,131177.62172633334,,,,1315.1298991804347,8897.779078117392,,,,,,86783.92309565218,13860.16145105,,,,440183
440184,"Franklin Woods Community
Hospital",300 Med Tech Parkway,Johnson City,TN,37604,Ballad Health,N,4,2179,2.25,0.79,286,239.12,727,8.08,3.65,222,17196,10.32,4.43,170,239%,329%,233,8.36,3.28,1.96,1.16,,26.384615384615383,22.48148148148148,24.0,26842.703076923077,35014.605925925935,35941.6022115625,6067.5592307692295,6585.146666666667,6734.310497968751,4885.991538461539,5231.267777777778,5560.02891615625,82676.30357142855,31873.891513473496,23479.503074511253,11633.575952380936,3376.7949233886675,2263.793666663421,10589.133095238076,2632.0248208461867,1783.1568869743517,0.0,0.0,0.0,0.0,0.0,0.0,6285.995627475,,,11929.59604182,11720.062325320001,9753.920032853846,,,,,,,,,,,,,,,,-17194.4959,18920.9835455,,5630.9986575,,,,,440184
440185,Skyridge Medical Center,"2305 Chambliss Ave
Nw",Cleveland,TN,37311,"Community Health
Systems",N,1,1731,2.47,1.04,237,207.11,350,6.72,2.13,315,25154,9.19,3.17,150,368%,255%,290,8.1,2.45,1.09,0.72,,33.91304347826087,36.05,34.87096774193548,72383.0472463768,72294.36533333332,85897.18544709675,9353.134202898551,9225.822833333334,9759.828221274192,7564.375362318841,7916.423999999999,8516.129477629034,36486.59296992475,55159.7934819304,36168.02546966904,3719.8180576441055,4366.719521565454,2694.5374808554234,2863.203057644105,3500.81606192206,2141.1905588870372,0.0,0.0,0.0,0.0,0.0,0.0,438.24989551249996,2313.16595731,188047.705165725,39199.990653999994,3712.499035481667,,,696069.1673766667,21000.3283265,,,,3320907.5922608334,345421.2209566666,249.41660303558334,261.0832564415,,,,,,,,,,4533.331317833333,,,,440185
440187,Livingston Regional Hospital,315 Oak St Box 550,Livingston,TN,38570,Lifepoint Health,N,4,650,1.63,0.31,522,519.95,90,0.9,0.46,197,14659,2.53,0.77,123,223%,656%,329,2.31,0.59,0.23,0.18,,28.363636363636363,28.736842105263158,31.6,25349.176363636365,24391.788947368423,25988.790767500002,6293.672727272727,6147.3026315789475,6257.85600265,5482.1277272727275,5118.170526315789,5251.658488149999,,16680.588553719,12109.700312704248,,2696.8189876032948,2242.0686388888876,,2131.9589876033,1782.1866944444403,,0.0,0.0,,0.0,0.0,20063.49458745,11845.6632415,,91.9999780635,2845.221178691111,,7530.9982044,,32477.992257,,2681107.1028688,898239.3903647199,,,1106.5413404999997,1178.9995830425,32.499980016500004,,,,,,,,,,,,,440187
440189,Regional Hospital Of Jackson,367 Hospital Blvd,Jackson,TN,38305,"West Tennessee
Healthcare",N,,644,0.95,0.44,216,192.25,153,2.14,0.85,252,19598,3.09,1.29,157,285%,237%,240,2.56,0.95,0.53,0.34,,34.20338983050848,31.217391304347824,29.58974358974359,82106.96966101696,110290.50739130436,92042.52656948718,8868.085593220338,10274.039565217392,8242.236715358975,7800.8818644067815,9162.270217391304,6995.967967461538,100969.23204576997,72375.02076123937,50238.42221717184,10806.788024305555,5253.9691638906725,3269.5762126984546,9675.08928472222,4329.878029577789,2642.939816754263,0.0,0.0,0.0,0.0,0.0,0.0,2411.5991367399997,2021.6659209131112,4703.665981733333,,7389.613438129231,,,,,,12330792.0,3019884.0,777612.4310672,75260.8348640875,,,,,,,,,,,,3900.0,,,,440189
440193,University Medical Center,1411 Baddour Parkway,Lebanon,TN,37087,"Community Health
Systems",N,2,1204,1.19,0.7,169,146.55,183,4.21,1.09,386,30825,5.4,1.79,146,447%,169%,301,4.89,1.45,0.51,0.35,,29.258064516129032,29.28125,30.74074074074074,62107.53677419354,61900.42656250001,68562.82852814814,7942.489677419354,8214.2478125,9138.749731074075,6866.078387096775,6940.824062499999,8020.064301407407,86987.87846153845,63560.42557453482,40785.40965315748,8943.874444444446,5643.542960090444,3032.9692309218112,7683.8744444444455,4707.434192668841,2445.156159358766,0.0,0.0,0.0,0.0,0.0,0.0,56.37497452345001,,336713.49421,,10050.354522112857,,,,,,355396.03439267783,43286.65902407222,,,,,,,,,,254527.5467325,,,36318.151755666666,10119.597013511999,,,,440193
440194,"Tristar Hendersonville
Medicalcenter","355 New Shackle Island
Rd",Hendersonville,TN,37075,HCA Healthcare,N,3,2460,5.3,2.27,233,207.19,271,5.3,1.57,337,27332,10.59,3.85,186,391%,243%,275,8.94,2.96,1.65,0.89,,26.066666666666666,25.456521739130434,27.92105263157895,46147.22133333332,50777.83369565217,56387.7033868421,7567.808,7954.098260869564,8908.687529473684,5885.021111111114,5971.205434782606,6456.567754736842,52095.35161091068,46566.18117470799,31118.169236003956,11390.37057206476,9289.160977716047,4823.7685641334465,10210.12488785424,8266.7662741411,4106.781796134926,0.0,0.0,0.0,0.0,0.0,0.0,200.999936837,979.7996829220001,3920.665529458333,30141.2782661,9829.059428755,,,,,,,,,,,,,1188.199692106,,,,1073.49920895,24.249982095,,7968.926595772144,2188.749127675,,,,440194
440197,Southern Hills Medical Center,391 Wallace Rd,Nashville,TN,37211,HCA Healthcare,N,2,192,0.69,0.23,307,304.83,61,3.05,0.9,338,24755,3.74,1.13,183,386%,338%,332,3.26,0.86,0.48,0.26,,23.5625,21.93103448275862,23.81081081081081,38644.24906249999,47915.31137931034,45807.827803243235,8328.332499999999,9131.555172413793,8713.146661405404,6410.666875,6815.265517241381,6477.734167837838,,29491.49309157498,27242.545554738863,,3168.1581753662977,2389.906735402066,,2495.8319789377247,1861.3076934680057,,0.0,0.0,,0.0,0.0,,,2078.2846930799997,9273.9977891,12149.359534981819,,317516.92429500003,,,,,,,,,,,,,,,,866.999793295,149.99996424,874.599664578,2549.9988389,,,,440197
440218,The Center For Spinal Surgery,2011 Murphy Avenue,Nashville,TN,37203,Ascension Health,N,,193,2.78,1.62,172,157.77,203,8.23,2.47,333,24198,11.01,4.09,133,399%,178%,269,9.72,3.12,1.29,0.97,,94.0,101.5,99.0,40544.15,33768.621666666666,36772.36972285714,13986.530000000002,12144.849999999999,13443.306346428571,11792.868,10071.946666666667,11052.340757857144,142316.301052631,23770.42718147175,27401.66129977818,22804.4747368421,5417.125356037165,4081.487469850513,21544.4747368421,4313.50208978328,3212.774755279657,0.0,0.0,0.0,0.0,0.0,0.0,6898.0,,,,,,806637.92877,,,,806637.92877,287614.83288,,,,,,,,,,,,,,2225.0,,,,440218
440227,"Tristar Stonecrest Medical
Center","200 Stonecrest
Boulevard",Smyrna,TN,37167,HCA Healthcare,N,2,11484,25.75,12.31,209,186.32,1935,41.66,13.74,303,31307,67.41,26.05,151,363%,219%,259,58,19.8,9.41,6.25,,24.833333333333332,24.774193548387096,24.805555555555557,36741.68133333334,36893.06967741935,45723.62199555555,8102.2289999999975,7858.804838709679,9339.7485865,6411.288333333331,6133.948064516129,7217.635274972223,,31408.452745863204,26001.932675254193,,4600.775947470128,4328.668323234937,,3725.112809709543,3595.1962567747287,,0.0,0.0,,0.0,0.0,17415.99792375,391.99995327,8503.713189534286,301.49991847049995,6073.7483768887505,159669.4809655,313457.96263,,,,,,,,,,,884.5711306957144,,,,1479.999823555,,,4490.570731861428,,,,,440227
440228,St. Francis Bartlett Med Ctr,2986 Kate Bond Rd,Bartlett,TN,38133,"Tenet Healthcare
Corporation",N,3,669,1.29,0.48,270,230.49,207,3.96,1.15,345,26222,5.25,1.63,145,395.10780901,290%,323,4.8,1.31,0.45,0.31,,30.216666666666665,28.916666666666668,28.681159420289855,66225.31850000001,79345.77066666666,70250.14418710144,9430.4455,11256.598999999998,9542.900801521737,7933.139166666665,9840.903999999999,8007.197120289855,59148.08861632475,50583.56374221339,35478.093553144114,10237.026964809382,6879.611439149875,4651.879815786321,9112.188737536653,5880.8951301525885,3951.3682084184557,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,769822.62939,91555.25122442856,,,,832.5621999040626,,,,109.99997377280002,,,23108.675630912498,,,,,440228
440231,Trustpoint Hospital,"1009 North Thompson
Lane",Murfreesboro,TN,37129,"Acadia Healthcare
Company, Inc.",N,,,,,,,36,0.53,0.25,210,15263,,,,222%,,,,,,,,19.5,17.0,,11152.405,9076.06,,3827.175,3584.71,,2864.975,2715.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440232,"Houston County Community
Hospital",5001 East Main Street,Erin,TN,37061,Independent (IPPS),N,,90,0.03,0.02,160,143.7,,,,,,,,,,177%,,,,,,,21.0,18.5,15.5,7426.633333333332,8668.4825,7870.070175499999,3677.7316666666666,3811.5275,5159.4780705,2816.4249999999997,2867.87,4298.29386,,3658.675,3509.01735294117,,1793.4936111111103,1824.40058823529,,1425.28472222222,1452.55029411764,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441300,St Thomas Hickman Hospital,135 East Swan Street,Centerville,TN,37033,Ascension Health,Y,,70,0.02,0.05,49,152.47,,,,,,,,,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441301,Trousdale Medical Center,500 Church Street,Hartsville,TN,37074,Lifepoint Health,Y,,244,0.36,0.14,253,484.29,17,0.12,0.08,148,8973,0.49,0.23,170,150%,263%,215,0.44,0.2,0.04,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.374854696625,,,3302.4984252499994,2551.1806514863642,8803.997260299999,,,,,,,,,750.5496179935001,778.9496133110001,42.249979633608326,,,,,,,,410.999747165,,,,,441301
441303,Three Rivers Hospital,451 Highway 13 South,Waverly,TN,37185,Independent (CAH),Y,2,375,0.2,0.12,168,187.69,12,0.06,0.05,109,6795,0.26,0.17,174,109%,164%,150,0.21,0.14,0.06,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7145.748612316666,3695.6663848441663,,,769.363553179091,,,,,,,,,,876.2776933483333,944.7221826833334,41.058821628511765,,,,,,,,11612.831221333334,,,,,441303
441304,"Johnson County Community
Hospital",1901 S Shady St,Mountain City,TN,37683,Ballad Health,Y,,595,0.36,0.24,146,198.6,,,,,,,,,,149%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441305,"Macon County General
Hospital",204 Medical Drive,Lafayette,TN,37083,QHR,Y,4,274,0.14,0.09,167,183.02,19,0.1,0.05,194,6738,0.24,0.14,241,185%,150%,177,0.19,0.11,0.06,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.49989107730622,,,,611.9997009582352,,,,,,,,,,823.5258799231578,848.4206172147369,57.588207814158814,,,,,,,,6944.611910883847,,,,,441305
441306,Erlanger Bledsoe Hospital,"71 Wheelertown
Avenue",Pikeville,TN,37367,"Erlanger Health
System",Y,,119,0.04,0.05,99,170.64,59,0.14,0.13,110,3115,0.18,0.17,152,105%,94%,107,0.16,0.16,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18389.662282,,,,,,,61379.96233742857,20523.8467039,892.631213183684,982.7364552657895,365.562371197625,,,,,,,,,,,,,441306
441307,"Riverview Regional Medical
Center",158 Hospital Drive,Carthage,TN,37030,Lifepoint Health,Y,4,630,1.02,0.26,387,386.06,30,0.35,0.09,400,16169,1.38,0.35,207,440%,441%,390,1.22,0.28,0.16,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.5997546634001,1351.4986171,,614.9997759633333,2081.3991939109997,,,,,,,,,,1192.9407127758827,1217.1171823135298,31.99998989225385,,,,,50402.475935775,,,773.3329804833332,,,,,441307
441309,Marshall Medical Center,"1080 North Ellington
Parkway",Lewisburg,TN,37091,"Maury Regional
Medical Center",Y,4,629,0.42,0.36,119,222.84,,,,,,,,,,115%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441310,Rhea Medical Center,"9400 Rhea County
Highway",Dayton,TN,37321,QHR,Y,2,711,0.81,0.38,213,179.16,30,0.19,0.12,164,8441,1,0.5,170,158%,233%,202,0.77,0.36,0.23,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.070837264,,,11432.99501573077,1805.1327739306669,62447.770648260004,,,,,,,,,224.66658109133334,260.7998997604,9.49999773504,,,,,171046.41570738333,480.99980946799997,1349.99967815,1723.0764081981383,,,,,441310
441311,"Tristar Ashland City Medical
Center",313 North Main St,Ashland City,TN,37015,HCA Healthcare,Y,,260,0.54,0.1,563,605.07,,,,,,,,,,558%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441313,Hancock County Hospital,"1519 Main Street Hwy
33",Sneedville,TN,37869,Ballad Health,Y,,120,0.05,0.03,156,252.03,,,,,,,,,,160%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441314,"Cah Acquisition Company #11
Llc",326 Asbury Avenue,Ripley,TN,38063,"Rural Community
Hospitals of Amer",Y,4,91,0.04,0.04,117,161.88,,,,,,,,,,110.59191528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441316,Camden General Hospital,175 Hospital Drive,Camden,TN,38320,"West Tennessee
Healthcare",Y,3,312,0.25,0.19,129,228.82,23,0.08,0.06,133,4651,0.33,0.25,153,132%,125%,130,0.28,0.22,0.05,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.49980594105,141756.80459921202,,489.49988328999996,1008.79936327826,20358.99293502073,342228.41841,,,,2889489.3111,,,,874.2663292701466,888.9329924428133,89.35710983022854,,,,,,,,13.99999548915,,,,,441316
